Class,PC1,PC2,PC3,PC4,PC5,PC6,PC7
0,-0.4427712770669401,-1.7585234115508157,0.2121529080734155,0.5303087802127823,-0.742314285631274,0.22833018088819973,0.47348340521020515
0,2.2043040266695195,0.0563391394029042,-0.9670217879941507,-0.264148093296569,-0.14658134640543716,-1.1405648970026554,-0.8499135405073013
0,0.02647284674759359,-1.4225257019365767,0.5021237543275642,0.8926790238152017,-0.5330767655776552,0.22901998248811226,-0.04929214657361536
0,-0.5192969163337026,-1.5605964566111803,-0.4498878516938437,0.6441292119694817,-0.23941429308787673,-0.36084529017325834,0.21927456218297378
0,0.34972014530455486,-1.1156918385361436,-1.0334754919999969,0.2804854538362582,0.11148091821459619,0.1063763236929082,0.11328790145060409
0,-0.2690912524446694,-1.5705370419139948,0.5171362401708758,1.2631700279984246,-0.3753304912201023,0.10367865670697805,0.40092636951029054
0,-0.20765133338012337,-1.3951789712970235,-0.43666114012072493,0.3414957307293739,-0.36318058648143203,-0.24704577218668294,-0.23766219794721846
0,3.5050663170511216,0.12965420529066962,0.6437806708294228,-0.7393853577237154,-1.601835895091784,-0.6691058538940711,0.5483942540125368
0,1.6802053793373157,-0.6306836092415916,0.58471256106822,-0.09670257821644214,-1.202476005114651,-0.43954360776506785,-0.16841408537365857
0,-0.4859437819208388,-1.035654087390966,-0.3666701903763432,0.17526329698383863,1.7066965073430334,-0.9380339979664045,0.3021233168847501
0,1.237010020839077,-0.5170423229827903,1.3635585665461023,-0.3968903670856754,0.6705473728699632,0.6882884534190821,-1.0071075330507768
0,-0.424876961110451,-1.1854815306069153,-0.44928930261403877,-0.42363488143168265,1.3418970699309725,-0.4836031694865848,0.5659109079129716
0,2.5203848873408767,0.21038825010228246,0.5459082388665617,-1.3949876149105158,0.06772800035521383,-1.9772275874270655,0.6574346331706908
0,1.2363873555341356,-0.5825479800432203,2.079979241134625,0.02032985663003239,0.4984668367746299,0.8345749037952791,-1.0099680370054775
0,0.27094807996392933,-0.9389309744980309,0.0733655793463467,-0.32007200877776093,1.2606871846148555,0.12616276442147348,0.381906742023545
0,1.325374550419663,-0.5592114917566575,1.5016462636280876,-0.3844134170207355,0.20261269149840216,-0.6077108122965043,0.543314879745873
0,3.1085430863982535,0.7536450836535877,1.7055533816032444,0.26013655899656185,0.46238363776172975,0.21009091610059222,-0.5668766681147459
0,3.8883345161433778,0.9259010489989016,0.4438304579050112,-0.993275908920859,0.9693854904924514,2.7605742571951586,-1.1703350423010612
0,1.0686354528585016,-0.46627356621593025,2.4893778184057225,0.33683964403952477,-0.1526328844613706,1.1104958806364742,-1.0549181597335315
0,-0.494461379609193,-1.048591268535763,1.2233479919304597,0.3857193349193567,0.2682575994612361,-0.14724760911739818,-0.14233307984778645
0,3.5273214202021554,0.9271484277953929,0.5211962760571406,-1.1467610759445241,0.355762747147528,0.5021934501152322,-0.7740694139551558
0,1.7659133796444124,-0.06687647696604225,1.340384459659558,-0.5331113386432047,0.16767848111162262,1.3789267636667404,-1.2322478163953223
0,5.188860437348044,1.48236057809538,0.8261235989384219,-1.092243181352182,1.0036419576491689,3.674844205077187,-1.6423240889225448
0,0.2805179741746285,-1.3153968948390167,-1.0561465785381565,1.431053899890222,-0.5078182239200937,0.31985742683661444,0.5641509725946683
0,0.9308149210822482,-1.0957097034162409,-0.7184402136997922,0.7213764554714764,-1.0305867936537003,0.8501234637966871,-0.21791535531969802
0,0.14608625225693528,-1.6661117844724156,-0.3108649364218249,1.0652884122362496,-1.294934552601897,0.8842289561453067,0.7602801014488699
0,2.037752656192616,-0.06513473913581358,-1.9028120679157496,0.4141109179357472,-0.5254360644383309,-1.2764911408006134,-0.4993903852691198
0,0.7160733508998882,-1.1130198786696535,-1.0398455238333353,1.1530082585598025,-0.5882202570792725,0.5695487987919674,0.20061894316923073
